ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
25	"ENSMUSG00000027610"	"Gss"	chr2	-	155578288	155578787	155578711	155578787	155577521	155577638	25	28,69,37,45,27,45	0,0,0,0,0,0	81,106,74,121,79,151	0,0,0,0,0,1	519	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.965	0.006
26	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23107758	23107880	23107758	23107820	23108587	23108633	26	0,1,0,0,0,1	26,42,9,12,22,9	1,0,0,0,0,0	10,13,20,19,15,11	156	96	1	1.0	0.0,0.014,0.0,0.0,0.0,0.064	0.058,0.0,0.0,0.0,0.0,0.0	0.003
27	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23108587	23108851	23108587	23108633	23109984	23110153	27	37,32,18,17,19,31	0,0,0,1,0,0	15,25,15,26,17,31	0,0,0,0,0,0	314	96	1	1.0	1.0,1.0,1.0,0.839,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.027
28	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23110579	23111263	23110579	23110723	23111502	23111592	28	66,85,34,48,50,58	0,1,0,0,0,0	57,47,59,64,41,57	0,0,0,0,0,0	636	96	1	1.0	1.0,0.928,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.012
33	"ENSMUSG00000026048"	"Ercc5"	chr1	+	44158143	44158335	44158143	44158259	44158804	44158891	33	0,0,0,0,0,1	1,1,2,1,1,3	0,1,0,0,0,0	0,0,0,0,1,2	172	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.157	NA,1.0,NA,NA,0.0,0.0	-0.307
34	"ENSMUSG00000026048"	"Ercc5"	chr1	+	44160976	44161109	44160976	44161037	44161809	44161953	34	0,0,0,0,0,0	2,5,1,0,1,4	0,0,0,0,1,0	0,0,1,6,1,2	168	96	1	1.0	0.0,0.0,0.0,NA,0.0,0.0	NA,NA,0.0,0.0,0.364,0.0	-0.091
38	"ENSMUSG00000052395"	"Rft1"	chr14	+	30676849	30676907	30676849	30676900	30677686	30677817	38	0,0,1,1,0,0	3,8,0,3,0,1	0,0,0,0,0,1	1,0,2,5,1,7	103	96	1	1.0	0.0,0.0,1.0,0.237,NA,0.0	0.0,NA,0.0,0.0,0.0,0.118	0.224
39	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107770551	107770959	107770884	107770959	107769560	107769626	39	4,2,0,1,3,3	4,6,0,4,5,4	0,0,0,6,0,6	6,3,1,2,0,1	429	96	1	1.0	0.183,0.069,NA,0.053,0.118,0.144	0.0,0.0,0.0,0.402,NA,0.573	-0.082
40	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26372730	26372825	26372758	26372825	26370832	26370880	40	1,4,2,1,0,0	0,0,1,1,0,0	1,0,1,0,2,2	0,0,0,0,0,1	124	96	1	1.0	1.0,1.0,0.608,0.436,NA,NA	1.0,NA,1.0,NA,1.0,0.608	-0.141
41	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26378449	26378636	26378493	26378636	26378020	26378067	41	1,0,0,0,0,0	0,3,0,0,0,0	0,0,0,0,0,0	0,0,2,0,0,0	140	96	1	1.0	1.0,0.0,NA,NA,NA,NA	NA,NA,0.0,NA,NA,NA	0.5
42	"ENSMUSG00000001604"	"Tcea3"	chr4	+	136254464	136254642	136254464	136254570	136255149	136255288	42	1,1,0,0,0,1	11,16,3,3,3,10	0,0,0,0,0,0	10,14,13,17,9,17	168	96	1	1.0	0.049,0.034,0.0,0.0,0.0,0.054	0.0,0.0,0.0,0.0,0.0,0.0	0.023
51	"ENSMUSG00000046364"	"Rpl27a"	chr7	+	109519584	109519993	109519584	109519648	109520467	109520642	51	198,252,122,182,137,169	3,1,0,0,0,3	136,162,132,192,148,190	0,1,0,0,0,0	441	96	0.738444968359	1.0	0.935,0.982,1.0,1.0,1.0,0.925	1.0,0.972,1.0,1.0,1.0,1.0	-0.022
53	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89301842	89302377	89302181	89302377	89300772	89300951	53	11,7,10,6,10,7	0,0,0,0,0,0	2,8,12,6,6,17	0,0,0,0,0,1	435	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.79	0.035
54	"ENSMUSG00000014856"	"Tmem208"	chr8	+	105328321	105328484	105328321	105328458	105328607	105328692	54	4,0,0,1,2,2	12,16,6,12,7,13	0,3,2,0,2,1	9,19,19,33,15,24	122	96	0.450357736149	1.0	0.208,0.0,0.0,0.062,0.184,0.108	0.0,0.111,0.076,0.0,0.095,0.032	0.041
55	"ENSMUSG00000036990"	"Otud4"	chr8	+	79664980	79665143	79664980	79665017	79666715	79666839	55	3,6,5,8,7,8	0,1,0,0,0,0	11,19,7,16,12,14	0,1,0,0,0,0	222	96	1	1.0	1.0,0.722,1.0,1.0,1.0,1.0	1.0,0.891,1.0,1.0,1.0,1.0	-0.028
57	"ENSMUSG00000036632"	"Alg5"	chr3	+	54738781	54738953	54738781	54738951	54739261	54739308	57	10,16,7,10,11,22	0,0,0,0,0,1	3,9,4,6,9,17	0,0,0,0,0,0	98	96	1	1.0	1.0,1.0,1.0,1.0,1.0,0.956	1.0,1.0,1.0,1.0,1.0,1.0	-0.007
62	"ENSMUSG00000043940"	"Wdfy3"	chr5	-	101900013	101900249	101900058	101900249	101898426	101898561	62	1,2,1,2,3,1	0,4,1,1,2,8	3,1,3,5,1,2	1,2,3,6,4,6	141	96	0.807387156993	1.0	1.0,0.254,0.405,0.577,0.505,0.078	0.671,0.254,0.405,0.362,0.145,0.185	0.133
63	"ENSMUSG00000044816"	"D630023F18Rik"	chr1	-	65121338	65121438	65121356	65121438	65119538	65119621	63	1,1,0,0,0,0	6,4,7,6,9,16	0,1,0,0,2,3	2,5,5,9,5,8	114	96	0.78050503854	1.0	0.123,0.174,0.0,0.0,0.0,0.0	0.0,0.144,0.0,0.0,0.252,0.24	-0.057
68	"ENSMUSG00000024818"	"Slc25a45"	chr19	+	5880084	5880160	5880084	5880156	5880439	5880625	68	0,0,1,1,0,0	5,6,1,5,0,4	0,0,0,0,0,0	8,7,4,4,8,13	100	96	1	1.0	0.0,0.0,0.49,0.161,NA,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.13
73	"ENSMUSG00000036120"	"Rfxank"	chr8	-	70135535	70135631	70135565	70135631	70135290	70135391	73	5,2,0,0,0,1	1,4,0,3,1,3	0,1,0,0,0,1	0,2,2,2,2,0	126	96	1	1.0	0.792,0.276,NA,0.0,0.0,0.203	NA,0.276,0.0,0.0,0.0,1.0	-0.001
76	"ENSMUSG00000059495"	"Arhgef12"	chr9	-	43022810	43022872	43022814	43022872	43020604	43020783	76	0,0,1,1,0,0	7,17,4,1,11,14	0,0,0,0,0,2	4,9,8,20,6,9	100	96	1	1.0	0.0,0.0,0.194,0.49,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.176	0.085
77	"ENSMUSG00000063704"	"Mapk15"	chr15	+	75998058	75998263	75998058	75998259	75998370	75998474	77	2,7,0,3,0,0	1,0,0,0,0,0	1,0,2,3,2,3	0,1,0,0,0,0	100	96	1	1.0	0.658,1.0,NA,1.0,NA,NA	1.0,0.0,1.0,1.0,1.0,1.0	0.053
86	"ENSMUSG00000055491"	"Pprc1"	chr19	+	46062401	46062503	46062401	46062494	46062611	46065480	86	1,0,0,0,0,0	0,0,0,0,0,0	0,1,0,0,1,0	0,0,0,1,0,1	105	96	1	1.0	1.0,NA,NA,NA,NA,NA	NA,1.0,NA,0.0,1.0,0.0	0.5
90	"ENSMUSG00000019854"	"Reps1"	chr10	+	18093778	18093903	18093778	18093840	18094409	18094572	90	5,7,1,2,4,5	0,1,0,0,0,0	12,3,6,6,10,3	0,0,0,1,0,0	159	96	1	1.0	1.0,0.809,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.784,1.0,1.0	0.004
97	"ENSMUSG00000029922"	"Mkrn1"	chr6	-	39400394	39400505	39400461	39400505	39399797	39399936	97	7,14,5,5,11,5	0,0,0,0,0,0	26,23,22,42,19,34	0,0,1,0,0,0	163	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.928,1.0,1.0,1.0	0.012
100	"ENSMUSG00000069520"	"Tmem19"	chr10	-	115361808	115361959	115361906	115361959	115347645	115347783	100	11,34,14,14,14,12	0,0,0,0,0,0	9,18,12,22,12,17	0,0,0,1,0,2	194	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.916,1.0,0.808	0.046
101	"ENSMUSG00000069520"	"Tmem19"	chr10	-	115361808	115361959	115361906	115361959	115359653	115359767	101	24,55,20,26,22,23	4,0,1,3,0,2	23,33,27,49,31,40	0,0,2,0,3,4	194	96	0.525643729585	1.0	0.748,1.0,0.908,0.811,1.0,0.851	1.0,1.0,0.87,1.0,0.836,0.832	-0.037
114	"ENSMUSG00000027474"	"Ccm2l"	chr2	+	153070821	153071016	153070821	153071005	153071757	153072212	114	0,0,0,0,1,1	1,1,0,0,2,0	0,0,0,0,0,0	0,1,0,0,0,4	107	96	1	1.0	0.0,0.0,NA,NA,0.31,1.0	NA,0.0,NA,NA,NA,0.0	0.328
115	"ENSMUSG00000028646"	"Rragc"	chr4	+	123919848	123920441	123919848	123920052	123920950	123921150	115	3,2,0,2,0,1	14,23,9,17,10,14	0,0,2,0,1,1	9,7,7,16,17,32	485	96	1	1.0	0.041,0.017,0.0,0.023,0.0,0.014	0.0,0.0,0.054,0.0,0.012,0.006	0.004
117	"ENSMUSG00000035310"	"Lin54"	chr5	-	100485139	100485855	100485802	100485855	100480197	100480321	117	2,2,5,5,11,4	0,0,0,0,0,0	5,7,7,11,6,12	0,0,0,0,1,0	759	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.431,1.0	0.095
118	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148618646	148618791	148618664	148618791	148612381	148617705	118	3,6,1,4,2,5	1,0,1,0,2,1	1,5,4,4,3,5	6,0,0,2,6,4	114	96	0.000680399722785	0.0474011806874	0.716,1.0,0.457,1.0,0.457,0.808	0.123,1.0,1.0,0.627,0.296,0.513	0.146
119	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148618664	148618791	148618673	148618791	148617565	148617705	119	4,4,1,1,3,6	0,3,0,2,2,1	7,1,1,3,9,8	3,0,0,2,3,4	105	96	0.704202207568	1.0	1.0,0.549,1.0,0.314,0.578,0.846	0.681,1.0,1.0,0.578,0.733,0.646	-0.058
120	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148618664	148618791	148618673	148618791	148617565	148617825	120	3,4,0,2,1,5	1,0,2,0,0,0	2,1,1,1,3,6	0,2,0,1,0,0	105	96	1	1.0	0.733,1.0,0.0,1.0,1.0,1.0	1.0,0.314,1.0,0.478,1.0,1.0	-0.01
122	"ENSMUSG00000020821"	"Kif1c"	chr11	+	70725103	70725212	70725103	70725176	70725887	70726502	122	0,0,0,1,1,0	20,11,7,8,16,10	0,0,0,0,0,0	10,12,13,14,14,11	132	96	1	1.0	0.0,0.0,0.0,0.083,0.043,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.021
125	"ENSMUSG00000013736"	"Trnt1"	chr6	+	106769165	106769256	106769165	106769191	106769829	106770003	125	4,3,1,0,0,2	0,0,0,0,0,0	0,0,1,4,1,3	0,0,2,0,0,0	161	96	1	1.0	1.0,1.0,1.0,NA,NA,1.0	NA,NA,0.23,1.0,1.0,1.0	0.193
128	"ENSMUSG00000031161"	"Hdac6"	chrX	-	7947574	7947889	7947649	7947889	7947124	7947244	128	3,1,0,1,2,1	7,2,0,0,1,1	1,0,0,0,3,3	1,2,1,0,1,1	171	96	1	1.0	0.194,0.219,NA,1.0,0.529,0.36	0.36,0.0,0.0,NA,0.627,0.627	0.138
130	"ENSMUSG00000040410"	"Fbxl4"	chr4	+	22422716	22423927	22422716	22422788	22427149	22427462	130	3,5,6,1,0,3	6,2,5,5,6,3	0,0,1,1,2,2	3,5,5,9,4,7	1235	96	0.00739000836442	0.33646901721	0.037,0.163,0.085,0.015,0.0,0.072	0.0,0.0,0.015,0.009,0.037,0.022	0.048
133	"ENSMUSG00000040174"	"Alkbh3"	chr2	-	94010262	94010752	94010682	94010752	94008423	94008592	133	2,6,0,2,5,3	0,2,0,0,2,2	3,0,2,3,4,2	3,3,1,1,1,4	516	96	1	1.0	1.0,0.358,NA,1.0,0.317,0.218	0.157,0.0,0.271,0.358,0.427,0.085	0.362
134	"ENSMUSG00000068922"	"Msto1"	chr3	-	88912623	88912778	88912702	88912778	88912236	88912300	134	0,0,0,0,0,0	3,1,2,7,2,0	0,1,0,1,0,0	2,2,0,4,1,1	175	96	1	1.0	0.0,0.0,0.0,0.0,0.0,NA	0.0,0.215,NA,0.121,0.0,0.0	-0.067
135	"ENSMUSG00000045795"	"Whamm"	chr7	+	81574545	81574719	81574545	81574702	81578150	81578301	135	3,1,1,0,4,3	0,2,0,1,0,0	3,5,5,4,3,6	0,0,0,0,0,1	113	96	0.828791436408	1.0	1.0,0.298,1.0,0.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.836	-0.256
136	"ENSMUSG00000025188"	"Hps1"	chr19	-	42766685	42766833	42766709	42766833	42766129	42766216	136	0,0,0,0,0,0	0,1,0,0,0,0	0,0,1,0,0,0	0,1,0,0,2,0	120	96	1	1.0	NA,0.0,NA,NA,NA,NA	NA,0.0,1.0,NA,0.0,NA	-0.333
138	"ENSMUSG00000040124"	"Gorab"	chr1	-	163396807	163397169	163396811	163397169	163394590	163394692	138	0,0,0,0,1,0	0,1,0,3,0,0	0,0,0,1,0,0	0,0,0,0,2,1	100	96	1	1.0	NA,0.0,NA,0.0,1.0,NA	NA,NA,NA,1.0,0.0,0.0	0.0
139	"ENSMUSG00000030894"	"Tpp1"	chr7	-	105751959	105752053	105751981	105752053	105751589	105751729	139	0,1,0,0,1,2	15,24,7,11,15,31	0,0,0,0,0,0	14,19,24,29,11,19	118	96	1	1.0	0.0,0.033,0.0,0.0,0.051,0.05	0.0,0.0,0.0,0.0,0.0,0.0	0.022
141	"ENSMUSG00000050891"	"Tatdn1"	chr15	-	58923828	58923968	58923904	58923968	58921273	58921417	141	0,0,0,0,1,0	4,2,3,3,0,3	0,0,0,2,0,0	2,2,5,6,1,3	172	96	1	1.0	0.0,0.0,0.0,0.0,1.0,0.0	0.0,0.0,0.0,0.157,0.0,0.0	0.14
142	"ENSMUSG00000050891"	"Tatdn1"	chr15	-	58928543	58928749	58928683	58928749	58926435	58926485	142	0,0,1,0,0,3	1,1,1,0,1,0	0,0,1,2,0,1	0,4,2,0,3,2	236	96	1	1.0	0.0,0.0,0.289,NA,0.0,1.0	NA,0.0,0.169,1.0,0.0,0.169	-0.01
146	"ENSMUSG00000090626"	"Tex9"	chr9	-	72479923	72480775	72480596	72480775	72478339	72478422	146	2,1,1,1,3,1	1,4,0,0,1,2	1,2,0,3,0,3	1,0,0,2,0,0	769	96	1	1.0	0.2,0.03,1.0,1.0,0.272,0.059	0.111,1.0,NA,0.158,NA,1.0	-0.14
148	"ENSMUSG00000023393"	"Slc17a9"	chr2	+	180736686	180736896	180736686	180736783	180737006	180737103	148	0,0,0,0,0,0	0,1,0,0,0,0	0,1,0,0,0,0	0,0,0,0,0,1	209	96	1	1.0	NA,0.0,NA,NA,NA,NA	NA,1.0,NA,NA,NA,0.0	-0.5
149	"ENSMUSG00000042557"	"Sin3a"	chr9	+	57118069	57118171	57118069	57118162	57119092	57119187	149	0,0,0,0,0,0	5,9,3,3,3,1	0,0,0,0,1,0	0,0,5,5,5,6	105	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	NA,NA,0.0,0.0,0.155,0.0	-0.039
152	"ENSMUSG00000042354"	"Gnl3"	chr14	-	31016812	31016907	31016826	31016907	31016321	31016454	152	0,0,0,0,1,0	2,3,0,1,2,5	0,0,0,0,2,0	5,5,5,7,5,4	110	96	1	1.0	0.0,0.0,NA,0.0,0.304,0.0	0.0,0.0,0.0,0.0,0.259,0.0	0.018
153	"ENSMUSG00000051154"	"Commd3"	chr2	+	18674280	18674361	18674280	18674315	18674655	18674716	153	0,1,0,3,0,0	25,20,20,25,24,28	0,0,2,2,1,0	29,41,37,40,25,55	142	96	1	1.0	0.0,0.033,0.0,0.075,0.0,0.0	0.0,0.0,0.035,0.033,0.026,0.0	0.002
158	"ENSMUSG00000022214"	"Dcaf11"	chr14	+	55561074	55561442	55561074	55561419	55562891	55563019	158	17,43,13,18,27,21	8,8,0,2,4,5	12,16,22,21,17,21	0,0,2,6,1,12	119	96	0.510341644631	1.0	0.632,0.813,1.0,0.879,0.845,0.772	1.0,1.0,0.899,0.738,0.932,0.585	-0.035
161	"ENSMUSG00000044465"	"Fam160a2"	chr7	-	105381375	105381577	105381398	105381577	105381079	105381242	161	1,0,1,1,1,1	4,0,3,0,1,7	0,1,2,1,0,2	2,3,3,5,4,4	119	96	1	1.0	0.168,NA,0.212,1.0,0.447,0.103	0.0,0.212,0.35,0.139,0.0,0.287	0.221
162	"ENSMUSG00000044465"	"Fam160a2"	chr7	-	105383780	105384572	105384374	105384572	105381398	105381577	162	13,32,14,11,14,14	0,0,0,0,0,1	12,27,17,30,20,50	0,0,0,0,1,0	690	96	1	1.0	1.0,1.0,1.0,1.0,1.0,0.661	1.0,1.0,1.0,1.0,0.736,1.0	-0.013
163	"ENSMUSG00000044465"	"Fam160a2"	chr7	-	105384945	105385151	105384987	105385151	105383780	105384572	163	2,1,0,3,0,1	0,1,0,4,1,1	1,3,2,4,2,5	1,6,4,0,3,3	138	96	1	1.0	1.0,0.41,NA,0.343,0.0,0.41	0.41,0.258,0.258,1.0,0.317,0.537	-0.031
174	"ENSMUSG00000036073"	"Galt"	chr4	+	41756512	41756811	41756512	41756561	41756938	41756995	174	24,29,10,19,9,19	2,2,0,0,0,0	3,13,18,22,11,15	0,0,0,0,1,0	346	96	1	1.0	0.769,0.801,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.753,1.0	-0.03
177	"ENSMUSG00000030243"	"Recql"	chr6	-	142366624	142366805	142366666	142366805	142365515	142365607	177	0,0,0,1,1,0	1,3,0,0,0,0	0,0,0,0,0,0	3,0,1,1,0,2	138	96	1	1.0	0.0,0.0,NA,1.0,1.0,NA	0.0,NA,0.0,0.0,NA,0.0	0.5
178	"ENSMUSG00000041506"	"Rrp9"	chr9	+	106481759	106482031	106481759	106481886	106482911	106483036	178	0,0,0,0,0,0	0,0,1,1,1,0	0,1,0,1,0,0	0,2,3,2,4,3	241	96	1	1.0	NA,NA,0.0,0.0,0.0,NA	NA,0.166,0.0,0.166,0.0,0.0	-0.066
180	"ENSMUSG00000085396"	"Firre"	chrX	-	50580580	50580949	50580812	50580949	50577870	50578024	180	14,18,7,7,5,18	0,0,1,1,0,1	5,5,10,18,11,20	0,0,0,0,0,0	328	96	1	1.0	1.0,1.0,0.672,0.672,1.0,0.84	1.0,1.0,1.0,1.0,1.0,1.0	-0.136
183	"ENSMUSG00000058503"	"Fam133b"	chr5	+	3558660	3559159	3558660	3558693	3559605	3559698	183	5,5,3,4,4,6	0,0,0,0,0,0	7,3,6,5,6,5	0,0,0,0,0,1	562	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.461	0.09
187	"ENSMUSG00000035762"	"Tmem161b"	chr13	+	84283984	84284185	84283984	84284125	84286684	84286798	187	0,2,0,1,0,1	0,2,0,4,0,0	2,1,0,0,0,0	2,1,1,6,5,8	156	96	1	1.0	NA,0.381,NA,0.133,NA,1.0	0.381,0.381,0.0,0.0,0.0,0.0	0.378
191	"ENSMUSG00000004500"	"Zfp324"	chr7	+	12968794	12968968	12968794	12968921	12969363	12969480	191	0,1,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	0,0,1,0,1,1	143	96	1	1.0	NA,1.0,NA,NA,NA,NA	NA,NA,0.0,NA,0.0,0.0	1.0
198	"ENSMUSG00000071064"	"Zfp827"	chr8	+	79186175	79186358	79186175	79186353	79188148	79188181	198	0,0,0,0,0,0	0,0,1,0,0,0	0,0,0,0,0,1	0,0,0,3,0,0	101	96	1	1.0	NA,NA,0.0,NA,NA,NA	NA,NA,NA,0.0,NA,1.0	-0.5
204	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4127056	4127132	4127056	4127121	4127549	4127639	204	4,8,0,0,1,0	0,0,0,11,0,0	3,0,0,0,0,4	0,7,0,16,0,0	107	96	1	1.0	1.0,1.0,NA,0.0,1.0,NA	1.0,0.0,NA,0.0,NA,1.0	0.25
205	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4127549	4127836	4127549	4127639	4131228	4131282	205	0,0,5,0,0,0	0,0,0,0,1,0	0,1,0,0,0,0	0,0,0,0,0,0	293	96	1	1.0	NA,NA,1.0,NA,0.0,NA	NA,1.0,NA,NA,NA,NA	-0.5
209	"ENSMUSG00000038429"	"Usp5"	chr6	-	124818474	124818666	124818543	124818666	124817887	124818031	209	0,2,1,2,0,0	6,10,10,7,7,16	0,0,1,0,1,1	4,9,7,14,12,14	165	96	1	1.0	0.0,0.104,0.055,0.143,0.0,0.0	0.0,0.0,0.077,0.0,0.046,0.04	0.023
210	"ENSMUSG00000018923"	"Med11"	chr11	+	70451918	70452093	70451918	70452063	70452207	70452338	210	0,0,0,0,0,0	0,8,0,1,0,3	0,1,0,0,0,0	0,0,0,3,0,2	126	96	1	1.0	NA,0.0,NA,0.0,NA,0.0	NA,1.0,NA,0.0,NA,0.0	-0.333
211	"ENSMUSG00000003721"	"Insig2"	chr1	-	121319596	121319972	121319628	121319972	121312200	121312325	211	8,13,3,8,4,11	0,0,0,0,1,0	5,13,6,13,8,5	0,0,1,0,0,0	128	96	1	1.0	1.0,1.0,1.0,1.0,0.75,1.0	1.0,1.0,0.818,1.0,1.0,1.0	-0.011
220	"ENSMUSG00000039318"	"Rab3gap2"	chr1	+	185266900	185267074	185266900	185267014	185267172	185267279	220	1,3,1,3,0,1	2,3,0,0,0,0	1,1,2,5,0,1	0,0,5,2,0,0	156	96	1	1.0	0.235,0.381,1.0,1.0,NA,1.0	1.0,1.0,0.198,0.606,NA,1.0	-0.038
224	"ENSMUSG00000024581"	"Napg"	chr18	+	62984039	62984123	62984039	62984070	62986178	62986288	224	0,1,0,0,1,1	2,0,0,2,0,2	0,0,0,0,0,1	0,0,1,8,2,2	149	96	1	1.0	0.0,1.0,NA,0.0,1.0,0.244	NA,NA,0.0,0.0,0.0,0.244	0.388
228	"ENSMUSG00000038838"	"Vars2"	chr17	-	35657923	35658338	35658131	35658338	35657206	35657318	228	0,0,1,0,0,0	0,0,0,1,0,0	1,0,0,0,0,0	1,0,6,3,0,1	304	96	1	1.0	NA,NA,1.0,0.0,NA,NA	0.24,NA,0.0,0.0,NA,0.0	0.44
231	"ENSMUSG00000032372"	"Plscr2"	chr9	+	92275601	92276018	92275601	92276013	92282111	92282192	231	0,1,0,1,0,0	47,83,10,17,0,0	0,0,0,0,0,0	0,0,54,76,62,121	101	96	1	1.0	0.0,0.011,0.0,0.053,NA,NA	NA,NA,0.0,0.0,0.0,0.0	0.016
234	"ENSMUSG00000026107"	"Nabp1"	chr1	-	51477721	51478399	51477824	51478399	51477477	51477616	234	1,2,0,0,0,1	0,3,0,0,1,2	3,4,3,0,4,5	7,2,4,7,3,5	199	96	1	1.0	1.0,0.243,NA,NA,0.0,0.194	0.171,0.491,0.266,0.0,0.391,0.325	0.085
